,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
593,-101.098,52.666,MAFEKING,5041685,MB,-16.8,0.0,2.0,0.0,-33.0,0.0,25.0,0.0,7.0,1077.9,0.0,2018,1,Manitoba,Western
594,-99.53,50.712,MCCREARY,5043158,MB,-13.4,0.0,6.8,0.0,-29.2,0.0,6.8,0.0,2.0,974.1,0.0,2018,1,Manitoba,Western
596,-101.233,52.115,SWAN RIVER RCS,504K80K,MB,-16.9,0.0,2.0,0.0,-35.6,0.0,14.8,0.0,5.0,1083.0,0.0,2018,1,Manitoba,Western
600,-101.1,53.967,THE PAS CLIMATE,5052890,MB,-20.0,1.0,-1.5,1.0,-33.0,0.0,31.0,1.0,6.0,1139.4,0.0,2018,1,Manitoba,Western
602,-94.067,58.733,CHURCHILL CLIMATE,5060608,MB,-25.0,0.0,-9.2,0.0,-35.6,0.0,2.5,0.0,1.0,1332.8,0.0,2018,1,Manitoba,Western
609,-97.844,53.958,NORWAY HOUSE,5062040,MB,-21.5,8.0,-8.7,8.0,-38.0,8.0,12.6,10.0,4.0,907.4,0.0,2018,1,Manitoba,Western
612,-97.863,55.805,THOMPSON A,5062921,MB,-24.1,1.0,-6.7,1.0,-41.9,0.0,52.0,0.0,11.0,1262.6,0.0,2018,1,Manitoba,Western
616,-93.221,50.631,EAR FALLS (AUT),6012199,ON,-16.4,0.0,1.4,0.0,-36.4,0.0,22.4,0.0,7.0,1066.7,0.0,2018,1,Ontario,Central
617,-87.676,56.019,FORT SEVERN A,6012501,ON,-25.5,8.0,-12.6,8.0,-37.9,8.0,0.0,8.0,0.0,999.8,0.0,2018,1,Ontario,Central
621,-90.218,51.449,PICKLE LAKE (AUT),6016525,ON,-18.9,1.0,-1.1,1.0,-35.0,0.0,29.0,2.0,7.0,1107.5,0.0,2018,1,Ontario,Central
624,-93.967,48.633,BARWICK,6020559,ON,-14.2,0.0,6.5,0.0,-38.0,0.0,21.6,0.0,6.0,997.0,0.0,2018,1,Ontario,Central
625,-91.628,48.761,ATIKOKAN (AUT),6020LPQ,ON,-15.4,0.0,4.4,0.0,-37.6,0.0,29.5,0.0,6.0,1035.8,0.0,2018,1,Ontario,Central
628,-92.744,49.828,DRYDEN REGIONAL,6032125,ON,-14.1,6.0,2.9,6.0,-34.8,6.0,4.1,6.0,2.0,803.5,0.0,2018,1,Ontario,Central
630,-94.363,49.788,KENORA A,6034076,ON,-14.9,1.0,4.0,1.0,-32.7,1.0,38.1,0.0,7.0,988.2,0.0,2018,1,Ontario,Central
631,-93.717,49.65,RAWSON LAKE,6036904,ON,-16.3,0.0,-1.5,0.0,-34.0,0.0,35.6,0.0,9.0,1062.0,0.0,2018,1,Ontario,Central
636,-88.345,49.154,CAMERON FALLS (AUT),6041110,ON,-13.8,0.0,3.2,0.0,-30.9,0.0,36.9,0.0,6.0,984.5,0.0,2018,1,Ontario,Central
640,-86.287,48.608,PUKASKWA (AUT),6046768,ON,-12.7,1.0,3.1,1.0,-35.1,0.0,51.0,1.0,9.0,919.6,0.0,2018,1,Ontario,Central
644,-89.327,48.369,THUNDER BAY CS,6048268,ON,-13.1,0.0,5.0,0.0,-31.7,0.0,26.5,0.0,7.0,963.8,0.0,2018,1,Ontario,Central
645,-90.467,49.033,UPSALA (AUT),6049095,ON,-15.8,0.0,2.5,0.0,-36.9,0.0,48.4,0.0,13.0,1049.0,0.0,2018,1,Ontario,Central
648,-84.814,47.723,LAKE SUPERIOR PROVINCIAL PARK,6054425,ON,-12.7,1.0,4.0,1.0,-38.6,0.0,68.3,1.0,12.0,920.8,0.0,2018,1,Ontario,Central
649,-84.51,46.485,SAULT STE MARIE A,6057591,ON,-9.8,0.0,6.4,0.0,-32.4,0.0,51.0,0.0,11.0,860.4,0.0,2018,1,Ontario,Central
654,-80.303,46.215,MONETVILLE 2,6065252,ON,-11.9,9.0,9.5,9.0,-31.5,9.0,78.8,9.0,8.0,657.4,0.0,2018,1,Ontario,Central
657,-82.124,49.383,BONNER LAKE,6070QK6,ON,-17.1,1.0,2.5,1.0,-36.0,0.0,49.3,1.0,11.0,1052.3,0.0,2018,1,Ontario,Central
658,-79.849,47.695,EARLTON A,6072223,ON,-14.0,8.0,6.5,8.0,-35.7,8.0,10.1,10.0,3.0,735.1,0.0,2018,1,Ontario,Central
666,-84.164,49.747,NAGAGAMI (AUT),6075543,ON,-16.3,0.0,2.5,0.0,-33.7,0.0,31.8,0.0,6.0,1062.2,0.0,2018,1,Ontario,Central
667,-85.901,51.659,OGOKI POST A,6075786,ON,-19.5,0.0,2.1,0.0,-35.4,0.0,9.5,1.0,3.0,1163.9,0.0,2018,1,Ontario,Central
668,-81.39,48.557,TIMMINS CLIMATE,6078282,ON,-18.7,13.0,3.4,13.0,-34.2,12.0,26.4,13.0,5.0,660.8,0.0,2018,1,Ontario,Central
672,-79.403,46.375,NORTH BAY AIRPORT,6085695,ON,-11.7,0.0,7.9,0.0,-33.8,0.0,80.7,0.0,11.0,921.5,0.0,2018,1,Ontario,Central
673,-82.567,45.883,GORE BAY CLIMATE,6092920,ON,-8.1,5.0,7.3,4.0,-29.1,4.0,28.2,5.0,5.0,679.6,0.0,2018,1,Ontario,Central
676,-76.113,45.186,APPLETON,6100285,ON,-9.6,0.0,12.0,0.0,-31.0,0.0,52.0,0.0,7.0,854.5,0.0,2018,1,Ontario,Central
677,-75.748,44.635,BROCKVILLE CLIMATE,6100970,ON,-8.8,2.0,12.7,2.0,-34.8,1.0,76.4,2.0,8.0,775.9,0.0,2018,1,Ontario,Central
680,-74.749,45.016,CORNWALL,6101874,ON,-7.6,4.0,14.0,4.0,-27.0,4.0,84.1,4.0,11.0,690.3,0.0,2018,1,Ontario,Central
682,-76.69,44.428,HARTINGTON IHD,6103367,ON,-8.1,0.0,11.0,0.0,-32.0,0.0,88.0,0.0,14.0,808.3,0.0,2018,1,Ontario,Central
687,-76.784,45.054,OMPAH-SEITZ,6105762,ON,-10.1,0.0,8.5,0.0,-31.0,0.0,95.2,0.0,13.0,872.4,0.0,2018,1,Ontario,Central
694,-77.25,45.883,PETAWAWA HOFFMAN,610FC98,ON,-10.7,0.0,9.0,0.0,-31.5,0.0,67.8,0.0,11.0,889.6,0.0,2018,1,Ontario,Central
695,-79.319,44.267,BALDWIN,6110480,ON,-7.3,2.0,11.0,2.0,-32.0,2.0,51.8,2.0,8.0,732.8,0.0,2018,1,Ontario,Central
697,-79.403,45.14,BEATRICE CLIMATE,6110607,ON,-10.2,0.0,8.8,0.0,-33.9,0.0,81.0,0.0,9.0,873.1,0.0,2018,1,Ontario,Central
715,-81.717,43.767,GODERICH,6122847,ON,-4.7,0.0,12.5,0.0,-18.7,0.0,61.4,0.0,13.0,702.6,0.0,2018,1,Ontario,Central
717,-82.309,42.999,SARNIA,6127510,ON,-5.3,5.0,11.5,5.0,-23.7,5.0,26.7,5.0,4.0,604.8,0.0,2018,1,Ontario,Central
719,-81.633,45.233,TOBERMORY RCS,6128330,ON,-7.2,0.0,6.9,0.0,-26.6,0.0,104.2,0.0,15.0,780.8,0.0,2018,1,Ontario,Central
721,-83.094,42.103,AMHERSTBURG,6130257,ON,-4.2,1.0,11.0,1.0,-20.5,1.0,41.4,1.0,10.0,666.1,0.0,2018,1,Ontario,Central
723,-80.55,42.867,DELHI CS,6131983,ON,-6.6,3.0,13.4,3.0,-26.3,0.0,54.5,3.0,9.0,688.8,0.0,2018,1,Ontario,Central
725,-79.558,43.184,GRIMSBY MOUNTAIN,6133055,ON,-4.5,0.0,14.5,0.0,-23.0,0.0,78.3,0.0,11.0,698.6,0.0,2018,1,Ontario,Central
729,-81.636,42.514,NEW GLASGOW,6135583,ON,-5.2,3.0,10.0,3.0,-20.0,3.0,56.0,3.0,8.0,648.5,0.0,2018,1,Ontario,Central
743,-80.379,43.702,FERGUS MOE,6142402,ON,-7.5,0.0,10.0,0.0,-25.5,0.0,97.4,0.0,15.0,791.6,0.0,2018,1,Ontario,Central
747,-81.15,43.033,LONDON CS,6144478,ON,-6.4,0.0,11.4,0.0,-24.8,0.0,84.4,0.0,11.0,757.8,0.0,2018,1,Ontario,Central
752,-77.395,44.151,BELLEVILLE,6150689,ON,-6.6,1.0,11.0,1.0,-29.5,1.0,92.1,1.0,10.0,738.1,0.0,2018,1,Ontario,Central
776,-78.363,44.23,PETERBOROUGH,6166415,ON,-8.4,9.0,8.8,9.0,-30.2,9.0,42.0,9.0,7.0,580.0,0.0,2018,1,Ontario,Central
780,-77.879,45.071,BANCROFT AUTO,616I001,ON,-11.3,1.0,8.8,1.0,-36.4,0.0,80.7,1.0,8.0,877.7,0.0,2018,1,Ontario,Central
784,-71.972,46.691,DESCHAMBAULT,7011983,QC,-13.2,0.0,10.6,0.0,-33.4,0.0,97.1,0.0,14.0,966.1,0.0,2018,1,Quebec,Central
805,-72.683,46.367,TROIS-RIVIERES,7018563,QC,-13.5,0.0,9.4,0.0,-35.6,0.0,66.1,0.0,9.0,976.4,0.0,2018,1,Quebec,Central
811,-71.382,46.804,QUEBEC/JEAN LESAGE INTL,701S001,QC,-13.0,0.0,9.3,0.0,-34.4,0.0,106.7,0.0,15.0,961.7,0.0,2018,1,Quebec,Central
822,-72.85,45.033,FRELIGHSBURG,7022579,QC,-8.8,1.0,14.0,1.0,-27.5,0.0,107.9,1.0,17.0,803.8,0.0,2018,1,Quebec,Central
830,-71.824,45.369,LENNOXVILLE,7024280,QC,-9.5,0.0,11.9,0.0,-32.6,0.0,117.9,0.0,17.0,851.8,0.0,2018,1,Quebec,Central
835,-73.741,45.471,MONTREAL INTL A,7025251,QC,-10.0,0.0,10.0,0.0,-27.0,0.0,126.2,0.0,14.0,866.6,0.0,2018,1,Quebec,Central
851,-72.537,45.825,SAINT-GERMAIN-DE-GRANTHAM,7027470,QC,-11.4,1.0,13.1,1.0,-35.5,0.0,111.2,1.0,14.0,881.3,0.0,2018,1,Quebec,Central
865,-71.266,46.049,THETFORD MINES RCS,7028442,QC,-12.4,0.0,11.0,0.0,-31.1,0.0,118.3,0.0,14.0,943.7,0.0,2018,1,Quebec,Central
882,-75.992,46.275,MANIWAKI AIRPORT,7034482,QC,-12.6,1.0,8.8,1.0,-33.2,0.0,77.0,1.0,11.0,917.5,0.0,2018,1,Quebec,Central
889,-68.2,49.133,BAIE-COMEAU A,7040442,QC,-13.7,0.0,6.5,0.0,-26.8,0.0,63.7,0.0,10.0,982.5,0.0,2018,1,Quebec,Central
898,-71.148,47.323,FORET MONTMORENCY RCS,7042395,QC,-16.1,1.0,9.2,1.0,-34.7,1.0,147.6,1.0,17.0,1022.8,0.0,2018,1,Quebec,Central
899,-63.611,50.282,HAVRE ST. PIERRE,7043019,QC,-13.2,13.0,1.9,13.0,-28.5,12.0,26.7,13.0,6.0,562.1,0.0,2018,1,Quebec,Central
905,-61.789,50.19,NATASHQUAN,7045398,QC,-13.6,10.0,3.0,10.0,-29.0,10.0,35.3,10.0,6.0,663.6,0.0,2018,1,Quebec,Central
909,-66.25,50.217,SEPT-ILES,7047914,QC,-14.6,1.0,6.9,1.0,-30.8,0.0,74.5,1.0,11.0,978.0,0.0,2018,1,Quebec,Central
918,-65.325,49.251,CAP-MADELEINE,7051163,QC,-9.8,1.0,14.2,1.0,-19.7,0.0,110.6,1.0,15.0,832.9,0.0,2018,1,Quebec,Central
920,-67.253,48.309,CAUSAPSCAL AIRPORT,7051201,QC,-14.8,1.0,9.4,1.0,-37.2,1.0,99.0,1.0,11.0,982.9,0.0,2018,1,Quebec,Central
921,-64.48,48.775,GASPE A,7052601,QC,-11.1,0.0,12.7,0.0,-24.9,0.0,141.0,0.0,12.0,903.2,0.0,2018,1,Quebec,Central
926,-70.032,47.356,LA POCATIERE,7054096,QC,-11.6,1.0,14.5,1.0,-27.7,0.0,77.1,1.0,7.0,887.5,0.0,2018,1,Quebec,Central
927,-68.208,48.609,MONT JOLI A,7055121,QC,-11.3,1.0,12.6,1.0,-24.3,0.0,138.6,0.0,13.0,878.1,0.0,2018,1,Quebec,Central
929,-65.332,48.012,NEW CARLISLE 1,7055422,QC,-9.8,0.0,9.6,0.0,-21.7,0.0,152.5,0.0,13.0,861.8,0.0,2018,1,Quebec,Central
930,-65.842,48.156,NEW RICHMOND EAST,7055440,QC,-11.5,0.0,10.2,0.0,-26.5,0.0,116.3,0.0,11.0,914.4,0.0,2018,1,Quebec,Central
932,-64.293,49.839,PORT-MENIER,7056202,QC,-11.4,0.0,6.9,0.0,-26.9,0.0,92.5,0.0,14.0,910.5,0.0,2018,1,Quebec,Central
940,-66.654,49.109,CAP-CHAT,705S002,QC,-10.9,0.0,13.4,0.0,-21.1,0.0,117.3,0.0,11.0,897.1,0.0,2018,1,Quebec,Central
941,-71.0,48.333,BAGOTVILLE A,7060400,QC,-15.6,0.0,12.5,0.0,-34.7,0.0,102.6,0.0,16.0,1042.8,0.0,2018,1,Quebec,Central
948,-72.547,48.842,NORMANDIN,7065639,QC,-17.1,1.0,7.6,1.0,-36.8,1.0,56.7,1.0,12.0,1053.0,0.0,2018,1,Quebec,Central
958,-74.094,46.816,SAINT-MICHEL-DES-SAINTS,7077571,QC,-13.6,2.0,10.3,2.0,-36.4,0.0,61.0,3.0,9.0,915.8,0.0,2018,1,Quebec,Central
959,-72.788,47.411,LA TUQUE,707DBD4,QC,-16.0,1.0,7.9,0.0,-38.0,1.0,87.0,1.0,13.0,1020.9,0.0,2018,1,Quebec,Central
964,-74.53,49.777,CHIBOUGAMAU-CHAPAIS,7091410,QC,-19.4,0.0,6.7,0.0,-38.8,0.0,67.9,0.0,12.0,1160.5,0.0,2018,1,Quebec,Central
965,-73.675,53.755,LA GRANDE 4 A,7093714,QC,-23.7,18.0,-2.5,18.0,-39.5,18.0,19.1,19.0,2.0,541.9,0.0,2018,1,Quebec,Central
966,-77.704,53.625,LA GRANDE RIVIERE A,7093716,QC,-23.5,0.0,-2.0,0.0,-35.3,0.0,32.4,0.0,9.0,1286.7,0.0,2018,1,Quebec,Central
970,-77.793,49.758,MATAGAMI,7094637,QC,-18.4,1.0,2.0,1.0,-38.5,0.0,52.8,1.0,13.0,1091.8,0.0,2018,1,Quebec,Central
972,-77.786,48.056,VAL-D'OR,7098603,QC,-16.1,0.0,7.7,0.0,-38.3,0.0,45.0,0.0,10.0,1057.7,0.0,2018,1,Quebec,Central
978,-68.422,58.089,KUUJJUAQ A,7113535,QC,-25.6,0.0,-12.7,0.0,-37.3,0.0,25.6,0.0,7.0,1351.9,0.0,2018,1,Quebec,Central
982,-66.805,54.805,SCHEFFERVILLE A,7117823,QC,-24.6,0.0,-5.2,0.0,-40.3,0.0,18.4,0.0,5.0,1319.2,0.0,2018,1,Quebec,Central
984,-67.716,46.712,AROOSTOOK,8100300,NB,-11.3,0.0,10.5,0.0,-29.0,0.0,182.4,0.0,18.0,907.3,0.0,2018,1,New Brunswick,Atlantic
1000,-66.899,45.954,MACTAQUAC PROV PARK,8102536,NB,-6.7,12.0,13.5,12.0,-28.0,12.0,85.6,12.0,6.0,469.3,0.0,2018,1,New Brunswick,Atlantic
1003,-64.679,46.112,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,8103201,NB,-7.4,1.0,16.7,0.0,-22.3,1.0,123.3,0.0,12.0,762.7,0.0,2018,1,New Brunswick,Atlantic
1004,-66.099,45.507,OAK POINT,8103780,NB,-6.8,0.0,14.5,0.0,-24.0,0.0,241.0,0.0,13.0,769.7,0.0,2018,1,New Brunswick,Atlantic
1012,-65.472,43.451,BACCARO PT,8200255,NS,-0.7,2.0,12.6,2.0,-14.4,1.0,94.8,3.0,14.0,541.8,0.0,2018,1,Nova Scotia,Atlantic
1017,-63.467,45.417,DEBERT,8201390,NS,-6.4,0.0,16.5,0.0,-23.5,0.0,80.7,0.0,10.0,757.5,0.0,2018,1,Nova Scotia,Atlantic
1019,-64.917,44.983,GREENWOOD A,8202000,NS,-4.0,0.0,19.0,0.0,-18.2,0.0,117.1,0.0,15.0,683.1,0.0,2018,1,Nova Scotia,Atlantic
1023,-65.203,44.403,KEJIMKUJIK 1,8202592,NS,-4.2,1.0,16.1,1.0,-17.3,0.0,169.7,1.0,14.0,665.2,0.0,2018,1,Nova Scotia,Atlantic
1032,-64.346,45.413,PARRSBORO,8204402,NS,-5.9,0.0,18.2,0.0,-21.0,0.0,94.1,0.0,11.0,741.6,0.0,2018,1,Nova Scotia,Atlantic
1033,-63.833,44.767,POCKWOCK LAKE,8204453,NS,-4.5,1.0,13.5,1.0,-18.0,1.0,164.1,1.0,11.0,675.9,0.0,2018,1,Nova Scotia,Atlantic
1034,-61.368,45.657,PORT HAWKESBURY,8204495,NS,-4.8,15.0,9.1,15.0,-16.4,15.0,70.3,15.0,8.0,364.1,0.0,2018,1,Nova Scotia,Atlantic
1036,-60.008,43.931,SABLE ISLAND,8204708,NS,1.3,0.0,11.9,0.0,-8.7,0.0,194.2,0.0,13.0,517.4,0.0,2018,1,Nova Scotia,Atlantic
1040,-60.048,46.161,SYDNEY A,8205701,NS,-3.8,0.0,14.2,0.0,-18.9,0.0,188.5,0.0,17.0,676.7,0.0,2018,1,Nova Scotia,Atlantic
1048,-66.088,43.827,YARMOUTH A,8206495,NS,-2.1,2.0,13.4,0.0,-14.2,2.0,111.0,0.0,16.0,581.7,0.0,2018,1,Nova Scotia,Atlantic
1056,-63.17,46.344,HARRINGTON CDA CS,830P001,PE,-6.5,0.0,15.5,0.0,-20.3,0.0,51.8,0.0,11.0,758.6,0.0,2018,1,Prince Edward Island,Atlantic
1061,-57.333,48.167,BURNT POND,8400812,NL,-6.6,0.0,9.0,0.0,-22.0,0.0,146.8,0.0,9.0,761.5,0.0,2018,1,Newfoundland and Labrador,Atlantic
1065,-57.95,48.95,CORNER BROOK,8401300,NL,-4.8,0.0,14.0,0.0,-13.5,0.0,195.9,0.0,23.0,705.8,0.0,2018,1,Newfoundland and Labrador,Atlantic
1072,-54.568,48.937,GANDER INTL A,8401703,NL,-4.6,0.0,13.0,0.0,-15.3,0.0,102.8,0.0,15.0,701.3,0.0,2018,1,Newfoundland and Labrador,Atlantic
1076,-53.902,48.35,LETHBRIDGE,8402544,NL,-3.3,0.0,14.0,0.0,-16.0,0.0,118.0,0.0,13.0,660.5,0.0,2018,1,Newfoundland and Labrador,Atlantic
1079,-59.155,47.574,PORT AUX BASQUES,8402980,NL,-3.7,0.0,7.0,0.0,-12.8,0.0,125.1,0.0,22.0,673.2,0.0,2018,1,Newfoundland and Labrador,Atlantic
1080,-56.069,51.392,ST. ANTHONY,8403389,NL,-11.6,17.0,6.3,17.0,-23.1,17.0,16.5,17.0,3.0,414.2,0.0,2018,1,Newfoundland and Labrador,Atlantic
1082,-52.753,47.619,ST. JOHN'S INTL A,8403505,NL,-2.1,0.0,14.8,0.0,-11.0,0.0,126.5,0.0,16.0,623.6,0.0,2018,1,Newfoundland and Labrador,Atlantic
1086,-58.55,48.541,STEPHENVILLE A,8403801,NL,-4.1,0.0,9.8,0.0,-14.5,0.0,193.3,0.0,26.0,686.3,0.0,2018,1,Newfoundland and Labrador,Atlantic
1095,-60.417,53.317,GOOSE A,8501900,NL,-16.3,0.0,5.0,0.0,-28.1,0.0,82.1,0.0,12.0,1064.3,0.0,2018,1,Newfoundland and Labrador,Atlantic
1112,-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,4.2,7.0,13.0,7.0,-3.5,7.0,60.3,7.0,8.0,290.5,0.0,2018,2,British Columbia,Western
1127,-125.273,49.952,CAMPBELL RIVER A,1021261,BC,1.8,2.0,11.0,2.0,-9.5,2.0,132.6,2.0,16.0,421.9,0.0,2018,2,British Columbia,Western
1149,-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,5.3,0.0,10.0,0.0,-4.0,0.0,232.7,0.0,19.0,355.5,0.0,2018,2,British Columbia,Western
1152,-125.923,49.111,LENNARD ISLAND,1034600,BC,4.4,0.0,9.5,0.0,-4.5,0.0,237.8,0.0,19.0,382.0,0.0,2018,2,British Columbia,Western
1153,-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,3.6,0.0,14.0,0.0,-6.0,0.0,254.2,0.0,18.0,402.0,0.0,2018,2,British Columbia,Western
1154,-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,4.8,0.0,9.5,0.0,0.0,0.0,275.4,0.0,18.0,368.7,0.0,2018,2,British Columbia,Western
1166,-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,3.9,0.0,11.5,0.0,-5.5,0.0,122.2,0.0,14.0,394.5,0.0,2018,2,British Columbia,Western
1171,-124.5,49.834,POWELL RIVER A,1046391,BC,2.3,0.0,11.5,0.0,-9.5,0.0,106.0,0.0,14.0,438.7,0.0,2018,2,British Columbia,Western
1178,-133.058,54.255,LANGARA,1054500,BC,3.3,0.0,7.5,0.0,-1.0,0.0,168.6,0.0,20.0,412.4,0.0,2018,2,British Columbia,Western
1181,-131.814,53.254,SANDSPIT,1057052,BC,3.9,12.0,9.1,12.0,-2.0,12.0,90.6,12.0,9.0,226.4,0.0,2018,2,British Columbia,Western
1184,-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,-0.6,0.0,8.2,0.0,-11.5,0.0,139.8,0.0,13.0,519.8,0.0,2018,2,British Columbia,Western
1185,-128.524,52.643,BOAT BLUFF,1060901,BC,3.3,0.0,10.0,0.0,-3.5,0.0,490.8,0.0,19.0,412.0,0.0,2018,2,British Columbia,Western
1186,-130.638,53.493,BONILLA ISLAND,1060902,BC,3.9,0.0,8.5,0.0,-1.0,0.0,149.4,0.0,18.0,394.2,0.0,2018,2,British Columbia,Western
1197,-127.943,53.563,KEMANO,1064020,BC,-2.8,2.0,4.5,1.0,-14.0,1.0,261.5,1.0,15.0,540.7,0.0,2018,2,British Columbia,Western
1205,-128.625,54.502,TERRACE PCC,1068131,BC,-3.9,1.0,5.0,1.0,-21.0,1.0,106.2,1.0,14.0,590.6,0.0,2018,2,British Columbia,Western
1207,-130.88,54.295,TRIPLE ISLAND,1068250,BC,3.0,1.0,8.5,1.0,-1.5,1.0,113.0,1.0,16.0,404.1,0.0,2018,2,British Columbia,Western
1209,-126.668,54.396,HOUSTON,1073615,BC,-9.7,8.0,4.0,8.0,-30.5,8.0,39.0,12.0,3.0,553.8,0.0,2018,2,British Columbia,Western
1213,-127.171,55.289,SUSKWA VALLEY,107G879,BC,-10.6,5.0,1.0,5.0,-25.5,5.0,45.8,5.0,9.0,656.8,0.0,2018,2,British Columbia,Western
1216,-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-12.0,1.0,6.2,1.0,-37.4,1.0,30.5,1.0,7.0,810.6,0.0,2018,2,British Columbia,Western
1220,-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-13.7,0.0,3.8,0.0,-36.6,0.0,62.1,0.0,11.0,886.4,0.0,2018,2,British Columbia,Western
1221,-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-11.4,17.0,5.0,12.0,-26.0,12.0,63.6,12.0,11.0,323.2,0.0,2018,2,British Columbia,Western
1227,-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-12.2,0.0,9.0,0.0,-35.0,0.0,96.0,0.0,15.0,845.8,0.0,2018,2,British Columbia,Western
1232,-121.76,49.243,AGASSIZ RCS,1100119,BC,2.8,0.0,12.7,0.0,-6.6,0.0,218.8,0.0,17.0,424.7,0.0,2018,2,British Columbia,Western
1241,-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,3.1,0.0,12.0,0.0,-8.0,0.0,167.6,0.0,16.0,415.9,0.0,2018,2,British Columbia,Western
1264,-121.233,49.267,HOPE SLIDE,1113581,BC,-2.8,0.0,5.0,0.0,-16.0,0.0,221.0,0.0,21.0,581.4,0.0,2018,2,British Columbia,Western
1267,-121.582,50.224,LYTTON RCS,1114746,BC,-0.9,0.0,11.8,0.0,-14.0,0.0,20.2,0.0,7.0,528.3,0.0,2018,2,British Columbia,Western
1268,-120.333,49.673,JELLICOE,1123721,BC,-5.0,3.0,7.5,3.0,-25.5,3.0,66.4,3.0,14.0,574.3,0.0,2018,2,British Columbia,Western
1276,-119.717,49.783,PEACHLAND,1126070,BC,-1.2,0.0,15.5,0.0,-15.0,0.0,57.2,0.0,12.0,538.9,0.0,2018,2,British Columbia,Western
1281,-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-8.7,0.0,3.0,0.0,-21.5,0.0,174.0,0.0,19.0,747.7,0.0,2018,2,British Columbia,Western
1286,-118.228,49.017,BILLINGS,1140876,BC,-3.3,0.0,9.5,0.0,-20.0,0.0,56.2,0.0,13.0,597.1,0.0,2018,2,British Columbia,Western
1287,-117.633,49.296,CASTLEGAR A,1141455,BC,-2.6,0.0,11.0,0.0,-20.5,0.0,51.0,0.0,11.0,577.1,0.0,2018,2,British Columbia,Western
1295,-117.37,49.996,NEW DENVER,1145460,BC,-2.5,0.0,5.5,0.0,-18.0,0.0,114.8,0.0,14.0,575.3,0.0,2018,2,British Columbia,Western
1298,-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-1.9,1.0,14.6,1.0,-15.9,0.0,37.8,1.0,8.0,538.5,0.0,2018,2,British Columbia,Western
1302,-115.073,49.489,FERNIE,1152850,BC,-7.7,5.0,11.0,5.0,-32.0,5.0,75.8,5.0,13.0,591.8,0.0,2018,2,British Columbia,Western
1304,-115.962,49.632,KIMBERLEY PCC,1154203,BC,-7.2,9.0,10.0,9.0,-28.5,9.0,77.1,9.0,5.0,479.3,0.0,2018,2,British Columbia,Western
1309,-119.29,52.129,BLUE RIVER A,1160899,BC,-10.0,0.0,3.5,0.0,-30.0,0.0,135.6,0.0,14.0,783.2,0.0,2018,2,British Columbia,Western
1313,-121.505,51.144,CLINTON RCS,1161663,BC,-9.3,0.0,4.3,0.0,-24.6,0.0,44.4,0.0,10.0,765.2,0.0,2018,2,British Columbia,Western
1322,-119.778,51.576,VAVENBY,1168520,BC,-8.5,0.0,3.5,0.0,-25.5,0.0,80.2,0.0,13.0,743.0,0.0,2018,2,British Columbia,Western
1323,-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-6.1,0.0,6.0,0.0,-20.0,0.0,77.6,0.0,13.0,673.7,0.0,2018,2,British Columbia,Western
1327,-116.982,51.299,GOLDEN A,1173210,BC,-11.2,0.0,2.0,0.0,-29.0,0.0,36.0,0.0,9.0,818.7,0.0,2018,2,British Columbia,Western
1330,-118.585,52.053,MICA DAM,1175122,BC,-7.8,4.0,2.0,2.0,-21.0,2.0,191.2,2.0,18.0,620.0,0.0,2018,2,British Columbia,Western
1331,-118.183,50.967,REVELSTOKE A,1176745,BC,-4.7,9.0,2.0,9.0,-19.2,9.0,58.4,9.0,9.0,430.4,0.0,2018,2,British Columbia,Western
1342,-122.574,58.841,FORT NELSON,1192948,BC,-14.5,1.0,3.5,1.0,-30.9,0.0,14.8,1.0,7.0,878.2,0.0,2018,2,British Columbia,Western
1343,-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-16.6,2.0,0.5,2.0,-38.0,0.0,32.2,2.0,8.0,899.1,0.0,2018,2,British Columbia,Western
1348,-111.779,52.315,ALLIANCE AGCM,3010162,AB,-15.6,1.0,4.9,0.0,-31.4,1.0,9.2,1.0,3.0,908.0,0.0,2018,2,Alberta,Western
1349,-112.279,53.917,ANDREW AGDM,3010237,AB,-16.0,5.0,3.7,5.0,-33.7,2.0,5.5,5.0,2.0,782.2,0.0,2018,2,Alberta,Western
